title,authers,abstract,type,date_pub,journal,date_added,figuers,full_text,citation,interest,reads,detect,topic_dist,main_topic,social_work,politics,environment,women,education,criminology,finances,child_abuse,politics_immigration,health_and_medicine,covid,economy,abstract_sent,title_sent,a_neg,a_neu,a_pos,a_compound,t_neg,t_neu,t_pos,t_compound,t_length,a_length_w,a_length_s,authers_num,date_days
"Impact and Return on Investment of the Take Kare Safe Space Program—A Harm Reduction Strategy Implemented in Sydney, Australia","['Christopher M. Doran', 'Phillip Wadds', 'Anthony Shakeshaft', 'Dam Anh Tran']",safe space increasingly utilized reduce alcohol related harm violence crime improve public safety nightlife setting study aimed determine impact return investment take kare safe space tkss programa harm reduction program implemented address alcohol related violence disorder three location sydney night time economy tkss ambassador provided support static safe space patrolled designated nightlife precinct provide practical assistance vulnerable intoxicated people ambassador recorded information relating interaction including client age gender perceived level intoxication time length engagement program cost program implementation benefit major incident averted obtained allow calculation return investment december april people supported tkss ambassador user male aged year intervention ambassador serious risk harm averted case program return investment estimated suggesting investment result benefit safe space extensively utilized particularly young male high level intoxication represent positive return investment despite growth service remains notable absence rigorous independent evaluation regarding outcome benefit safe space program policy perspective need high quality economic evaluation better inform decision competing us limited resource,Article,1.0,182,,0,1,0,0.0,6,en,"[0.03261489 0.         0.         0.00677217 0.         0.05908256
 0.07424288 0.00543295 0.00565795 0.02892503 0.01194679 0.01186589]",finances,0.03261489280979286,0.0,0.0,0.006772167314046298,0.0,0.05908255686049949,0.07424287696745796,0.005432954401853975,0.005657946025472961,0.028925026353855486,0.011946790258434902,0.011865888092373626,"{'neg': 0.187, 'neu': 0.594, 'pos': 0.219, 'compound': 0.8232}","{'neg': 0.15, 'neu': 0.726, 'pos': 0.124, 'compound': -0.1531}",0.187,0.594,0.219,0.8232,0.15,0.726,0.124,-0.1531,20,155,1,4,
Women and new labour: Engendering politics and policy?,"['Claire Annesley', 'F. Gains', 'Kirstein Rummery']",although growing body international feminisation politics policy process new labour term office progress rapidly growing series text around new labour politics policy one text conducted analysis new labour politics policy gendered perspective despite fact new labour set specifically address woman issue attract woman voter book fill gap interesting timely way woman new labour valuable addition feminist mainstream scholarship science particularly political science policy economics instead focusing traditionally feminist area politics policy violent crime woman author opt focus three case study area mainstream policy economic policy foreign policy welfare policy gendered perspective analytical framework provided editor yield generalisable insight outlast new labour third term,Book,,400,,0,0,19,9.0,9,en,"[0.         0.10920465 0.         0.26403606 0.         0.
 0.         0.         0.0015092  0.         0.         0.0220046 ]",women,0.0,0.10920465376413757,0.0,0.2640360649920314,0.0,0.0,0.0,0.0,0.0015092001276756923,0.0,0.0,0.022004599599878452,"{'neg': 0.063, 'neu': 0.813, 'pos': 0.124, 'compound': 0.6249}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.063,0.813,0.124,0.6249,0.0,1.0,0.0,0.0,10,103,1,3,
Importance of sex education for a successful post-school transition: Experiences of high school girls with intellectual disability,"['Iva Strnadová', 'Julie Loblinzk', 'Joanne Danker']",background student intellectual disability often receive holistic sex education critical successful transition post school life including ability make healthy choice sexuality relationship aim inclusive study explore perception experience sex education australian high school girl intellectual disability prepare transition post school life method high school girl aged year participated study interview analysed using inductive content analysis finding finding indicate critical topic gender sexual identity masturbation sufficiently covered sex education new south wale australia participating girl also highlighted way teacher could make sex education lesson accessible individual learning plan meeting important platform transition planning attended le third girl study conclusion comprehensive accessible program sex education high school girl intellectual disability needed promote successful transition autonomous life student,Article,1.0,52,,0,0,0,1.0,5,en,"[0.01337413 0.         0.         0.01329101 0.33086385 0.02312628
 0.00140162 0.         0.         0.         0.         0.        ]",education,0.013374125965850983,0.0,0.0,0.013291013886668137,0.33086385130543633,0.023126281075954408,0.0014016184028398859,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.034, 'neu': 0.755, 'pos': 0.212, 'compound': 0.9729}","{'neg': 0.0, 'neu': 0.575, 'pos': 0.425, 'compound': 0.8625}",0.034,0.755,0.212,0.9729,0.0,0.575,0.425,0.8625,18,115,1,3,
Scoping Review of Family Interventions That Support the Physical Health of Caregivers,"['Abner Weng Cheong Poon', 'Julia Lappin', 'Alyssa Cassidy', 'Jan Breckenridge']",purpose family intervention developed support carers people mental illness much known intervention improve carers physical health aimed identify analyze existing family intervention addressed physical health carers method scoping conducted identify peer reviewed journal article family intervention physical health component total six article found analyzed thematically identify family intervention physical health component intervention associated physical health outcome result synthesis finding relevant article showed development physical health component family intervention emerging early stage however study physical health minor area focusing mainly stress sleep conclusion family intervention would holistic consideration physical health issue addressed core module,Article,0.0,317,Nov 4,0,0,0,0.0,5,en,"[0.11447478 0.         0.         0.         0.         0.00100274
 0.         0.05499082 0.         0.03151566 0.01384584 0.        ]",social_work,0.1144747757880277,0.0,0.0,0.0,0.0,0.0010027356556585954,0.0,0.054990817452841755,0.0,0.03151565710628764,0.013845841646034281,0.0,"{'neg': 0.055, 'neu': 0.889, 'pos': 0.056, 'compound': 0.0258}","{'neg': 0.0, 'neu': 0.803, 'pos': 0.197, 'compound': 0.4019}",0.055,0.889,0.056,0.0258,0.0,0.803,0.197,0.4019,12,93,1,4,
‘Better than a pill’: digital storytelling as a narrative process for refugee women,"['Caroline Lenette', 'Mark Brough', 'Robert Schweitzer[...]', 'Lyn Vromans']",digital storytelling valuable ethical tool engage collaborative refugee woman recount digital storytelling used mixed method study settlement document journey woman entered australia woman risk program instead merely asking series question digital storytelling process extended qualitative inquiry approach valued woman memory interest hope methodology represents meaningful way engaging collaborative participating woman storyteller valued active co constructor new knowledge outline three digital narrative whole consider learn storytelling process woman complex circumstance privileged protagonist producer story argue worth critically reflecting concept woman propose meaningful way articulate life relinquish researcher role question asker enter space alongside participant listen intently highlight broader potential digital storytelling particularly mental health collaboration refugee participant,Article,8.0,265,,1,1,23,14.0,144,en,"[0.0127562  0.00303551 0.         0.26673316 0.02258777 0.
 0.         0.         0.02915803 0.         0.         0.        ]",women,0.012756200834161537,0.003035511698392465,0.0,0.2667331600015934,0.022587767544283335,0.0,0.0,0.0,0.02915803227563723,0.0,0.0,0.0,"{'neg': 0.034, 'neu': 0.682, 'pos': 0.284, 'compound': 0.9833}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.034,0.682,0.284,0.9833,0.0,1.0,0.0,0.0,16,106,1,4,
Artistic Representations of Refugees: What Is the Role of the Artist?,"['Isobel Blomfield', 'Caroline Lenette']",ethical consideration artist involved collaborative project refugee asylum seeker sparse indicating lack robust discussion ethical pitfall artist may encounter endeavour based first author reflection subjective experience artist representing story young somali asylum seeker woman collaborative filmmaking aim open broader discussion artist responsibility produce counter narrative value refugee perspective voice artist avoid perpetuating existing trope time detrimental refugee asylum seeker ensure artist agenda secondary protagonist wish convey suggest five simple way realising goal genuine collaboration informed consent anonymity focusing mundane case filmmaking specifically awareness editing process political act,Article,8.0,230,Jun 25,1,1,13,9.0,178,en,"[0.0296856  0.03295144 0.         0.05116793 0.00204801 0.
 0.00120901 0.         0.02001355 0.         0.         0.        ]",women,0.029685599205908127,0.032951439515752606,0.0,0.05116792732389177,0.0020480087708947764,0.0,0.0012090066934231673,0.0,0.020013550139126174,0.0,0.0,0.0,"{'neg': 0.045, 'neu': 0.772, 'pos': 0.184, 'compound': 0.9201}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.045,0.772,0.184,0.9201,0.0,1.0,0.0,0.0,13,87,1,2,184.0
Gendered Responses to Gendered Harms: Sexual Violence and Bystander Intervention at Australian Music Festivals,"['Greta Baillie', 'Bianca Fileborn', 'Phillip Wadds']",bystander intervention shown promise preventing sexual violence certain context despite emerging evidence pervasive sexual violence music festival considered bystander intervention setting drawing online conducted australian festival attendee explore role gender bystander intervention music festival finding point significant gender difference woman willing likely intervene broader range scenario argue response sexual violence collective responsibility shared woman men well festival organizer industry body,Article,1.0,388,,0,0,1,1.0,28,en,"[0.         0.         0.         0.09164605 0.         0.25174418
 0.         0.         0.         0.         0.         0.        ]",criminology,0.0,0.0,0.0,0.09164604550771571,0.0,0.25174418445593344,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.185, 'neu': 0.539, 'pos': 0.275, 'compound': 0.6908}","{'neg': 0.351, 'neu': 0.529, 'pos': 0.12, 'compound': -0.7003}",0.185,0.539,0.275,0.6908,0.351,0.529,0.12,-0.7003,15,60,1,3,
An emerging concern: Does social media addiction strengthen social bonds or isolating from society?,['Md Badiuzzaman'],commonly believed scrolling surfing medium strengthen bonding consequence last decade medium increased popularity currently billion people different networking platform became double billion therefore ease using virtual medium communication provisionally appeared extremely useful however sociologist believe virtual interaction ushered dark era one horizon evidently become rising concern medium addiction isolating user real society,Article,,400,,0,1,0,0.0,49,en,"[0.         0.01180516 0.04331157 0.         0.00199123 0.
 0.         0.         0.00022351 0.00069093 0.08890566 0.        ]",covid,0.0,0.01180515796007942,0.04331157321098547,0.0,0.001991228241402314,0.0,0.0,0.0,0.00022351134581513238,0.0006909312785963757,0.08890566470662879,0.0,"{'neg': 0.0, 'neu': 0.781, 'pos': 0.219, 'compound': 0.9041}","{'neg': 0.0, 'neu': 0.85, 'pos': 0.15, 'compound': 0.3182}",0.0,0.781,0.219,0.9041,0.0,0.85,0.15,0.3182,16,52,1,1,
Rates of homicide and homicide associated with severe mental illness in NSW between 1993 and 2016,"['Olav Nielssen', 'Georgia Lyons', 'Katya Oldfield[...]', 'Matthew Large']",objective describe characteristic offender found guilty ground mental illness ngmi new south wale rate ngmi homicide verdict method demographic legal clinical referral nsw mental health tribunal following ngmi verdict homicide matched result national homicide monitoring program result total homicide offender dealt nsw court including found ngmi period rate non ngmi homicide conviction fell per per annum per per annum kendall tau p rate ngmi homicide fluctuated average annual rate per per annum kendall tau p association annual rate ngmi non ngmi homicide pearson r p falling rate non ngmi homicide meant proportion ngmi offence doubled first year second year nearly found ngmi schizophrenia related psychosis however high rate psychiatric comorbidity including substance disorder history prior head injury ngmi offender previous contact mental health service half received treatment antipsychotic medication conclusion fall conviction homicide offence last year matched reduction ngmi homicide verdict assertive treatment emerging psychosis comorbid substance disorder improved continui read,Article,1.0,34,,0,0,0,0.0,8,en,"[0.00892691 0.         0.00078747 0.00124066 0.00372646 0.0068327
 0.         0.01180087 0.         0.05979169 0.         0.        ]",health_and_medicine,0.008926908399757039,0.0,0.0007874678552463034,0.0012406599254702313,0.0037264614449394368,0.006832697612688906,0.0,0.011800874812182857,0.0,0.05979169000795483,0.0,0.0,"{'neg': 0.162, 'neu': 0.782, 'pos': 0.056, 'compound': -0.9501}","{'neg': 0.275, 'neu': 0.725, 'pos': 0.0, 'compound': -0.6486}",0.162,0.782,0.056,-0.9501,0.275,0.725,0.0,-0.6486,16,151,1,4,
Regulation of nursing professionals in Cambodia: strategies to overcome underpinning challenges,"['Sadatoshi Matsuoka', 'Noriko Fujita', 'Kyoko Koto-Shimada', 'Anthony Zwi']",aim elucidate challenge constraint development implementation regulatory framework nursing professional cambodia ii specific strategy adopted address challenge experienced cambodia introduction health workforce critical achieving healthrelated wider sustainable development goal year background country association southeast asian nation signed mutual recognition arrangement relation nursing service region main aim facilitating mobility nursing professional country ensure competency health workforce quality safety health service member state required establish appropriate regulatory framework method qualitative descriptive study eighteen key informant interview conducted cambodia walt gilsons policy analysis model applied organize synthesize finding major challenge identified conceptual cultural issue limited capacity cambodian stakeholder unstandardized system limited coordination discussion cambodia nursing regulatory environment expanded greatly last decade strategy adopted political leadership optimal utilization outsider capacity strengthening insider capacity dedicated consultation collaboration consensus building involving player implication nursing health policy policymakers similar resourcelimited country could apply adapt similar strategic effort formulating implementing health policy legislation regul read,Article,1.0,197,,0,0,0,0.0,22,en,"[0.07555691 0.05163589 0.         0.00199654 0.         0.
 0.01204685 0.         0.         0.00834956 0.01098444 0.02607511]",social_work,0.0755569056303905,0.05163589463203976,0.0,0.0019965402080311754,0.0,0.0,0.012046846552462416,0.0,0.0,0.008349558053695853,0.01098444280732159,0.026075114990069974,"{'neg': 0.038, 'neu': 0.849, 'pos': 0.112, 'compound': 0.872}","{'neg': 0.0, 'neu': 0.885, 'pos': 0.115, 'compound': 0.0772}",0.038,0.849,0.112,0.872,0.0,0.885,0.115,0.0772,12,147,1,4,
Shrinking room for hedging: system-unit dynamics and behavior of smaller powers,['Alexander Korolev'],advance understanding hedging international politics highlighting examining limit smaller power hedging behavior building line reasoning hedging outcome regional state level rather system level variable suggests room hedging available smaller state shrink great power become competitive attempt balance one another empirical focus post cold war south china sea region particularly evolving behavior philippine vietnam malaysia demonstrates condition growing chinaus competition regional state start moving hedging pronounced bandwagoning vi à vi great power regardless domestic level sociopolitical disposition therefore hedging limit envisaged luxury inversely related intensity great power balancing,Article,9.0,199,,0,0,14,7.0,27,en,"[0.         0.09627679 0.         0.         0.         0.
 0.         0.         0.00239333 0.00449603 0.02577905 0.        ]",politics,0.0,0.09627678803514805,0.0,0.0,0.0,0.0,0.0,0.0,0.002393330109632822,0.0044960267651085436,0.025779049422783095,0.0,"{'neg': 0.039, 'neu': 0.803, 'pos': 0.158, 'compound': 0.8957}","{'neg': 0.0, 'neu': 0.826, 'pos': 0.174, 'compound': 0.2732}",0.039,0.803,0.158,0.8957,0.0,0.826,0.174,0.2732,12,87,1,1,
"Ladies and Gentlemen Of Australia, We Have Entered Room 101 (Online media article)",['Joseph Alizzi'],australia national security crackdown make afraid thats designed writes joe alizzi http newmatilda com lady gentleman australia entered room,Article,,400,,0,1,0,,10,en,"[0.00272375 0.00859562 0.00370213 0.01254735 0.00531887 0.
 0.         0.         0.00308524 0.         0.         0.02820351]",economy,0.0027237466186963897,0.008595622545248732,0.0037021349037622735,0.012547352333268567,0.0053188714794301355,0.0,0.0,0.0,0.003085239037709436,0.0,0.0,0.02820351345989652,"{'neg': 0.0, 'neu': 0.882, 'pos': 0.118, 'compound': 0.34}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.0,0.882,0.118,0.34,0.0,1.0,0.0,0.0,16,19,1,1,
"The need for a community-led, holistic service response to Aboriginal young people with cognitive disability in remote areas: a case study","['Ruth McCausland', 'Leanne Dowse']",multiple structural practical barrier aboriginal young people cognitive disability remote area receiving support service need multidisciplinary mixed method past decade provided evidence way many young people end complex support need managed police justice agency absence appropriate early intervention transition support community based option present synthesis knowledge generated body work contextualises within experience trajectory young aboriginal woman cognitive disability complex support need remote town case study drawn new south wale linked administrative dataset containing health housing disability human service police legal court justice agency cohort people incarcerated draw key principle strategy suggest community led holistic service response could looked like casey,Article,0.0,70,,0,0,0,0.0,4,en,"[0.18963589 0.         0.07895457 0.02610537 0.         0.
 0.         0.         0.         0.         0.         0.        ]",social_work,0.1896358903002581,0.0,0.07895456913582675,0.026105365251509065,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"{'neg': 0.013, 'neu': 0.798, 'pos': 0.189, 'compound': 0.959}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.013,0.798,0.189,0.959,0.0,1.0,0.0,0.0,23,100,1,2,
The female condom: What do Australian women say?,"['Jessica R Botfield', 'Sarah Cucuzza', 'Prudence Kidman[...]', 'Deborah Bateson']",background female condom barrier method prevention sexually transmissible infection unintended pregnancy uptake method remains low australia although little undertaken explore method interventional crosssectional study undertaken explore view experience woman new south wale trying female condom invited complete online structured interview training female condom provided report qualitative finding openended response interview result total participant completed participated interview aware female condom prior participating study used previously four broad theme identified accessibility female condom including cost availability ii supporting choice different circumstance iii aspect empowerment control iv gendered language conclusion female condom may acceptable option many woman australia support choice method promote uptake important increase accessibility female condom raising awareness addressing issue cost availability exploration issue regarding inclusive language messaging health promotion campaign marketing warranted ensure product accessible people may wish regardless gender sexuality similar could undertaken men partner member lgbtq community explore perspective female condom read,Article,1.0,160,,0,0,0,0.0,18,en,"[0.03306483 0.         0.         0.14384175 0.01886839 0.
 0.00168155 0.         0.         0.04147503 0.00193986 0.00384039]",women,0.0330648253512227,0.0,0.0,0.14384175413137937,0.018868394328211358,0.0,0.0016815453108269742,0.0,0.0,0.04147503341878036,0.0019398607456809283,0.003840385028783481,"{'neg': 0.023, 'neu': 0.84, 'pos': 0.138, 'compound': 0.9451}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.023,0.84,0.138,0.9451,0.0,1.0,0.0,0.0,10,144,1,4,
Fe-50%Ni soft magnetic alloy prepared by metal injection molding,"['Z.-Y. Zeng', 'Y.-M. Li', 'Haobin He', 'L. Xiong']",fe ni soft magnetic alloy prepared metal injection molding mim technique using carbonyl iron powder carbonyl nickel powder raw material effect sintering atmosphere sintering temperature time well heat treatment condition magnetic property mim fe ni alloy systematically investigated impurity content density microstructure magnetic property specimen prepared different technique determined finding maximum magnetic permeability coercive force mim fe ni alloy considerably influenced content interstitial atom c etc cooling mode heat treatment relative density predominant effect factor saturation induction initial permeability mim fe ni alloy specimen prepared series process including sintering c hydrogen atmosphere h holding c h oil quenching optimum magnetic property follows saturation induction strength b coercive force hc maximum permeability μm initial permeability μi mh mh respectively,Article,1.0,133,,0,0,5,3.0,62,en,"[0.         0.00390975 0.         0.         0.         0.
 0.00032631 0.0041907  0.0039423  0.04793803 0.0012339  0.        ]",health_and_medicine,0.0,0.003909748975304101,0.0,0.0,0.0,0.0,0.00032630698833133816,0.004190702064315944,0.003942300012458775,0.04793802708825333,0.0012339027222720764,0.0,"{'neg': 0.0, 'neu': 0.869, 'pos': 0.131, 'compound': 0.9153}","{'neg': 0.0, 'neu': 0.808, 'pos': 0.192, 'compound': 0.2263}",0.0,0.869,0.131,0.9153,0.0,0.808,0.192,0.2263,11,118,1,4,
Driverless Autonomous Taxi Service: A futuristic open-source conceptual back-end architecture and technical operation strategies,['Md Badiuzzaman'],driverless taxi service longer novel idea venture testing human le driverless taxi servicegoogle parent company alphabet testing autonomous taxi service phoenix arizona government industry supported autonomous car service driven initiated london since another e commerce giant alibaba formed new firm autox tested autonomous taxi service shanghai city part china tech giant even prominent university also taking part exciting race human le taxi service mit based engineer brought driverless taxi service singapore therefore many tech giant company lead university accelerating pace win driverless taxi business race background level however seems existing market dominators ahead race usual going grab future driverless taxi service business aim propose conceptual back end operational architecture construct driverless taxi service development driverless car seems satisfactory already almost driverless car available market tesla model cadillac ct nissan rogue bmw x infiniti qx volvo xc mercedes benz class therefore individual entrepreneur organize driverless car taxi service using operational strategy near future provide conceptual framework open source usable enthusiastic people improve put rail development framework explain technical operational strategy including system diagram flowchart visually asserts h read,Research Proposal,,400,,0,1,0,0.0,154,en,"[0.04027617 0.01953819 0.         0.         0.00540674 0.
 0.00290953 0.00251039 0.00481259 0.00228765 0.00087202 0.        ]",social_work,0.040276172488982624,0.019538192408493214,0.0,0.0,0.005406736511298465,0.0,0.0029095349714200872,0.002510385164880148,0.0048125884033079465,0.0022876503128474203,0.0008720234594102326,0.0,"{'neg': 0.007, 'neu': 0.873, 'pos': 0.119, 'compound': 0.9643}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.007,0.873,0.119,0.9643,0.0,1.0,0.0,0.0,15,177,1,1,
Mapping Activist Responses and Policy Advocacy for Street Harassment: Current Practice and Future Directions,['Bianca Fileborn'],present finding comprehensive mapping exercise activist response policy advocacy street harassment across u uk australia analysis activist group found bulk response constituted form awareness raising documenting experience victim suggesting current advocacy largely situated within problem identification phase policy development extent focus activism advocacy effort varied across three location response advocated shaped local concern politics particular activist group diverged support criminal justice response street harassment policy initiative developed rarely evaluated clear need establish evidence base better support future policy practice development,Article,,400,Mar 1,0,0,4,4.0,87,en,"[0.03408528 0.06756405 0.0487629  0.02840188 0.         0.0374657
 0.         0.00707316 0.01695355 0.         0.02871124 0.        ]",politics,0.03408528218488676,0.06756405399185976,0.04876289705971445,0.028401877979738338,0.0,0.03746570395773564,0.0,0.007073159433984138,0.016953548813840046,0.0,0.02871124499404121,0.0,"{'neg': 0.175, 'neu': 0.686, 'pos': 0.138, 'compound': -0.5696}","{'neg': 0.212, 'neu': 0.788, 'pos': 0.0, 'compound': -0.5423}",0.175,0.686,0.138,-0.5696,0.212,0.788,0.0,-0.5423,15,80,1,1,
Planning for Health Sector Reform in Post-Conflict Situations: Kosovo 1999-2000,"['Dean A Shuey', 'Fatime Arenliu Qosaj', 'Erik Schouten', 'Anthony Zwi']",restoration development health care system post conflict situation complex emergency attracting attention kosovo unique post conflict situation former socialist country unclear political future temporary un administration world health organization led process developing health policy framework emergency period included element health sector reform somewhat controversial initiative reform element policy consistent normative health policy much eastern central europe tension need policy place rapidly desire participatory policy deal emergency situation available time required limited value although tension relief development agenda policy process direct significant resource effort direction contributed longer term reform development policy framework ensure compliance policy unless issue authority mandate leadership clear rapidly developed health policy framework onset emergency desirable policy developer experienced seen neutral relatively independent specific donor interest group well situated play role meet certain condition,Article,3.0,157,,0,1,36,19.0,79,en,"[0.06451195 0.09491368 0.         0.03126735 0.         0.
 0.01274491 0.         0.00382879 0.         0.02589253 0.0288669 ]",politics,0.06451194583977325,0.09491367892346805,0.0,0.03126734924414069,0.0,0.0,0.012744908266629874,0.0,0.0038287934365775593,0.0,0.025892531006180802,0.02886690139967942,"{'neg': 0.156, 'neu': 0.628, 'pos': 0.216, 'compound': 0.8655}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.156,0.628,0.216,0.8655,0.0,1.0,0.0,0.0,11,126,1,4,
"Persistent psychological distress in resettled refugee women-at-risk at one-year follow-up: Contributions of trauma, post-migration problems, loss, and trust","['Lyn Vromans', 'Robert Schweitzer', 'Mark Brough[...]', 'Vinita Sagar']",comparison follow n attrition n participant characteristic initial assessment,Article,0.0,383,Apr 25,1,1,2,,42,en,"[0.         0.         0.00181457 0.         0.         0.
 0.         0.00846431 0.         0.05146159 0.         0.01105668]",health_and_medicine,0.0,0.0,0.0018145737625594356,0.0,0.0,0.0,0.0,0.008464307090883891,0.0,0.05146159243820156,0.0,0.011056684441574503,"{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}","{'neg': 0.407, 'neu': 0.473, 'pos': 0.12, 'compound': -0.7845}",0.0,1.0,0.0,0.0,0.407,0.473,0.12,-0.7845,22,9,1,4,245.0
PWE-103 Positive nutritional outcomes in patients receiving home parenteral nutrition (hpn) with palliative malignancy: a uk single centre series,"['Rebecca Whitefield', 'R Iriarte', 'H Bridgestock[...]', 'NE Burch']",introduction hpn malignant bowel obstruction palliative cancer relatively commonplace espen guideline advise consideration tumour related prognosis month tpn expected improve stabilise performance status quality life practice undertook retrospective audit palliative hpn discharge year method retrospective audit palliative hpn discharge october november uhcw collected included diagnosis demographic nutritional biochemical parameter estimated prognosis complication outcome outcome collected st january result patient identified age mean female diagnosis included malignant gi tract obstruction n malignant enterocutaneous fistula n malabsorption autonomic dysfunction n estimated prognosis documented month month month month received chemotherapy alongside tpn weight start pn kg mean bmi mean weight loss mean prior referral patient alive analysis discontinued hpn due resolution intestinal failure continuned hpn duration hpn month mean resolution month mean continuing hpn remaining patient died duration hpn group month mean patient survived longer estimated prognosis read,Conference Paper,7.0,154,Sep 23,0,0,0,,1,en,"[0.         0.         0.         0.         0.         0.
 0.         0.         0.         0.11938729 0.         0.        ]",health_and_medicine,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11938728561279763,0.0,0.0,"{'neg': 0.11, 'neu': 0.831, 'pos': 0.059, 'compound': -0.8225}","{'neg': 0.0, 'neu': 0.825, 'pos': 0.175, 'compound': 0.5574}",0.11,0.831,0.059,-0.8225,0.0,0.825,0.175,0.5574,22,135,1,4,94.0
The beef with vegans: Managing stigma in Britain's hegemonic meat culture,['Hannah Howard'],one fastest growing lifestyle choice veganism diet lifestyle movement motivated animal right environmental protection human health veganism considered socially deviant hegemonic meat culture uk vegan often receive stigma expressing element identity study aimed critically examine vegan manage stigma dependent spatial context semi structured interview vegan northwest england revealed vegan employ four main strategy manage stigma acceptance avoidance reduction denial chosen management technique determined stigmatised individual acceptance rejection public understanding stigma applicability stigma self spatial context often emphasised participant many vegan communicating need adapt management technique accordance situation often employing element different strategy simultaneously study thus highlight idea stigma construct shifting wide ranging,Article,,400,,0,1,0,2.0,145,en,"[0.01485804 0.04170876 0.00629623 0.0166265  0.         0.00770761
 0.         0.         0.0111724  0.02343383 0.0112919  0.00421594]",politics,0.014858044687469207,0.04170875843534264,0.006296234784353208,0.016626499102631642,0.0,0.007707607956743376,0.0,0.0,0.011172404501453898,0.02343383441560757,0.011291895592218068,0.00421593732290958,"{'neg': 0.054, 'neu': 0.812, 'pos': 0.134, 'compound': 0.8074}","{'neg': 0.0, 'neu': 1.0, 'pos': 0.0, 'compound': 0.0}",0.054,0.812,0.134,0.8074,0.0,1.0,0.0,0.0,13,102,1,1,
Gender-based Violence in Sport: Prevalence and Problems,"['Melanie Lang', 'Lut Mergaert', 'Tine Vertommen', 'Catarina Arnaut']",little known prevalence gender based violence gbv sport european union eu member state m question underpinning study therefore nature extent gender based violence sport eu study involved scoping exercise mapped existing incidence prevalence form gbv sport complemented interview key stakeholder within eu m forty one study identified across country none investigated whole range behaviour constitute gbv prevalence gbv sport eu m unknown commonly studied form gbv sexual harassment reported prevalence rate due different methodology definition variation indicative challenge studying gbv discussed without clear prevalence rate form gbv prevention effort efficiently targeted effectiveness intervention assessed among others recommend european commission contract regular sport us standardized definition gbv common methodological approach,Article,1.0,119,Nov 10,0,1,0,2.0,47,en,"[0.00800256 0.01581888 0.         0.01368543 0.         0.06966863
 0.00165767 0.         0.04098651 0.02944985 0.0072574  0.        ]",criminology,0.008002563910481531,0.015818884236361602,0.0,0.013685426178991787,0.0,0.06966862934423962,0.0016576688860972827,0.0,0.040986512801465945,0.029449845706433875,0.0072573997680772445,0.0,"{'neg': 0.116, 'neu': 0.829, 'pos': 0.054, 'compound': -0.855}","{'neg': 0.576, 'neu': 0.424, 'pos': 0.0, 'compound': -0.7783}",0.116,0.829,0.054,-0.855,0.576,0.424,0.0,-0.7783,8,109,1,4,46.0
Depression in adolescent obesity: Cultural moderators of the association between obesity and depressive symptoms,"['J Wardle', 'S Williamson', 'Fiona Johnson', 'C Edwards']",community study relating depression obesity adolescent generated inconsistent result argued variability finding due effect modification demographic characteristic vary across sample aim study test hypothesis strength obesity depression association moderated gender ethnicity socioeconomic status s two large school based study adolescent health well n n student completed one two measure depressive symptom sdq ce school weighed measured gender ethnicity self reported s indexed residential neighbourhood characteristic individual family deprivation barely association obesity depressive symptom either sample also evidence obese participant female white higher s background especially vulnerable depressive symptom result indicate community sample adolescent regardless gender s ethnicity report depressive symptom significantly higher obese normal weight group result discussed term obese adolescent resilience face multiple adversity,Article,6.0,190,,0,1,94,48.0,135,en,"[0.01290601 0.         0.00125538 0.01673832 0.0699644  0.
 0.         0.03605678 0.         0.08296493 0.0033843  0.00732827]",health_and_medicine,0.012906005745607033,0.0,0.0012553762623862942,0.01673832139901133,0.06996440058467908,0.0,0.0,0.03605677507247812,0.0,0.08296492884478524,0.003384302111215084,0.007328267787032303,"{'neg': 0.215, 'neu': 0.744, 'pos': 0.041, 'compound': -0.9674}","{'neg': 0.344, 'neu': 0.656, 'pos': 0.0, 'compound': -0.743}",0.215,0.744,0.041,-0.9674,0.344,0.656,0.0,-0.743,15,115,1,4,
